date,open,high,low,close,volume
2017-10-24,249.4506,249.6742,249.0132,249.4117,66935910
2017-10-25,249.0423,249.1687,246.9231,248.1771,103715291
2017-10-26,248.8576,249.159,248.3618,248.4979,69797972
2017-10-27,249.3242,250.7047,248.5032,250.5297,85562544
2017-10-30,249.9075,250.4228,249.2659,249.5964,54285687
2017-10-31,250.0145,250.2672,249.6499,249.9853,60304781
2017-11-01,250.8505,251.2296,249.9075,250.3158,54202736
2017-11-02,250.2381,250.5686,249.052,250.413,56449535
2017-11-03,250.588,251.2977,250.1311,251.2491,59589730
2017-11-06,251.1033,251.7838,251.0255,251.6379,49652598
2017-11-07,251.7546,252.124,250.8991,251.463,57502161
2017-11-08,251.2685,251.9976,250.9574,251.8907,50469579
2017-11-09,250.5491,251.1908,249.2173,250.9769,93981044
2017-11-10,250.5491,251.0961,250.1992,250.8991,59984662
2017-11-13,250.1408,251.3852,250.102,251.1324,50228648
2017-11-14,250.2381,250.6658,249.3729,250.5491,61315152
2017-11-15,249.4701,250.0534,248.5077,249.2951,80811525
2017-11-16,250.345,251.8226,250.3011,251.4143,67777027
2017-11-17,251.0255,251.3834,250.588,250.6755,75756833
2017-11-20,250.9477,251.322,250.6755,251.1033,48075514
2017-11-21,251.9587,252.9503,251.067,252.7462,69176799
2017-11-22,252.7559,252.9017,252.3379,252.5226,45033392
2017-11-24,253.067,253.2225,252.9114,253.1059,27856514
2017-11-27,253.1545,253.485,252.7559,252.9795,52274922
2017-11-28,253.4947,255.5751,253.3926,255.5459,98971719
2017-11-29,255.6918,256.2848,254.8946,255.3904,77512102
2017-11-30,256.4111,258.6373,256.3236,257.6263,127894389
2017-12-01,257.3833,257.9179,253.4947,257.0916,164390902
2017-12-04,258.8901,259.3664,256.7222,256.7805,94040560
2017-12-05,257.0625,257.7624,255.7112,255.857,77994544
2017-12-06,255.5459,256.382,255.3904,255.9056,75898566
2017-12-07,255.7598,257.0625,255.614,256.7125,77218569
2017-12-08,257.6069,258.1221,256.6751,258.1124,76563873
2017-12-11,258.1804,258.9581,258.0825,258.8901,83077533
2017-12-12,259.1428,259.8719,258.9241,259.347,85195750
2017-12-13,259.6192,260.1053,259.2206,259.3178,102905409
2017-12-14,259.6386,259.7747,258.1999,258.2582,100666692
2017-12-15,259.4088,260.9134,259.3013,260.3956,144610290
2017-12-18,261.91,262.4377,261.8319,262.0468,83653572
2017-12-19,262.3253,262.3693,260.9623,261.0405,82382876
2017-12-20,262.1055,262.1738,260.5715,260.9037,76751500
2017-12-21,261.529,262.2276,261.1675,261.4411,67032339
2017-12-22,261.4704,261.4948,260.7767,261.3727,78720873
2017-12-26,260.9232,261.302,260.762,261.06,45244433
2017-12-27,261.2456,261.5876,260.8841,261.187,57750986
2017-12-28,261.7439,261.7733,261.314,261.7244,45116139
2017-12-29,262.3693,262.3888,260.5226,260.7376,96007424
2018-01-02,261.6951,262.6428,261.2652,262.6038,86655749
2018-01-03,262.7894,264.4309,262.7894,264.2648,90070416
2018-01-04,264.978,265.916,264.3377,265.3786,80636408
2018-01-05,266.2579,267.2839,265.7108,267.1471,83523995
2018-01-08,267.0396,267.8115,266.7172,267.6356,57319192
2018-01-09,268.1046,268.9351,267.7929,268.2414,57253957
2018-01-10,267.4011,268.1241,266.6585,267.831,69574318
2018-01-11,268.4466,269.7851,268.2609,269.7851,62361455
2018-01-12,270.0782,271.7295,269.7479,271.5438,90816076
2018-01-16,272.941,273.664,269.8437,270.6156,106555142
2018-01-17,271.6513,273.625,270.6156,273.1951,113258799
2018-01-18,273.068,273.537,272.1887,272.7358,100728006
2018-01-19,273.3807,273.9767,272.7358,273.9767,140920098
2018-01-22,273.7422,276.2044,273.6836,276.2044,91322408
2018-01-23,276.2532,277.1131,275.8917,276.7906,97084700
2018-01-24,277.5039,278.1683,275.3739,276.6832,134816117
2018-01-25,277.6407,277.7481,275.9259,276.8004,84587313
2018-01-26,277.7286,280.0525,277.4453,280.0051,107743119
2018-01-29,279.3701,279.8586,277.9729,278.1487,90118337
2018-01-30,276.1165,278.2035,274.7681,275.2957,131796419
2018-01-31,276.2435,276.8004,274.2405,275.4325,118948131
2018-02-01,274.6216,276.5659,274.2405,275.1199,90102470
2018-02-02,273.6543,273.8008,269.0914,269.1305,173174790
2018-02-05,267.1764,269.5213,257.269,257.8748,294681816
2018-02-06,253.9763,263.5124,252.7648,262.9555,355026782
2018-02-07,262.3399,266.1114,261.4411,261.529,167376100
2018-02-08,261.8612,262.0175,251.6803,251.7193,246449505
2018-02-09,254.8166,257.5621,247.1174,255.5005,283565315
2018-02-12,257.7771,260.8841,255.6612,259.2524,143735976
2018-02-13,257.9139,260.5031,257.269,259.8973,81223640
2018-02-14,258.2461,263.8055,258.2363,263.4049,120735685
2018-02-15,265.3395,266.7758,262.6038,266.766,111200286
2018-02-16,266.0723,269.0035,266.0235,266.8442,160420135
2018-02-20,265.789,267.3913,264.2941,265.1734,86369662
2018-02-21,265.6619,268.4172,263.7469,263.8544,98883740
2018-02-22,264.8803,266.7856,263.4538,264.1964,110511290
2018-02-23,265.5545,268.4075,265.0269,268.4075,92766428
2018-02-26,269.5995,271.6318,268.9449,271.5243,86491406
2018-02-27,271.7295,272.5209,268.0655,268.1339,99099165
2018-02-28,269.3552,269.8535,265.0659,265.4177,121907767
2018-03-01,265.1832,266.9028,259.8973,261.5583,176855077
2018-03-02,259.7019,263.532,258.7444,262.9066,139083217
2018-03-05,261.5876,266.6292,261.4704,265.9453,97307387
2018-03-06,267.0298,267.1178,264.9585,266.6195,79213163
2018-03-07,264.2159,266.9126,264.0009,266.5218,87063502
2018-03-08,267.2741,267.9483,266.17,267.8115,66901150
2018-03-09,269.3748,272.472,269.023,272.472,113625335
2018-03-12,272.7945,273.4882,271.7003,272.1301,71924793
2018-03-13,273.4198,273.9767,269.6972,270.3714,91968937
2018-03-14,271.4364,271.6415,268.3684,268.9839,105895079
2018-03-15,269.5506,270.2639,268.1339,268.6908,83433038
2018-03-16,269.2762,270.1492,268.923,268.9819,100343673
2018-03-19,268.1481,269.1739,263.5081,265.3425,109208442
2018-03-20,265.7839,266.5,265.0384,265.7937,59757271
2018-03-21,265.7447,268.0696,265.0482,265.2836,78709578
2018-03-22,262.8116,263.7533,258.3482,258.6523,148785916
2018-03-23,259.1427,259.9766,252.9234,253.1392,183534751
2018-03-26,257.1416,260.3788,254.4733,260.0649,141956102
2018-03-27,261.1047,261.6933,253.9142,255.6407,129941445
2018-03-28,255.7878,257.6419,253.6591,254.8853,146452306
2018-03-29,256.1508,260.212,254.8941,258.1422,124244790
2018-04-02,257.5536,258.1225,249.8235,252.5703,186286343
2018-04-03,253.9436,256.3372,251.9522,255.8075,119956861
2018-04-04,251.864,259.3242,251.7168,258.5444,123715339
2018-04-05,260.4965,261.5657,259.2899,260.5848,82652618
2018-04-06,258.407,260.0649,253.0902,254.7774,179521209
2018-04-09,256.396,259.8,254.9889,256.0331,105442932
2018-04-10,259.2408,260.9772,257.9754,260.1041,105573736
2018-04-11,258.4561,260.5848,258.3776,258.7406,91140243
2018-04-12,260.212,261.9189,260.0158,260.8693,68890480
2018-04-13,262.3211,262.4486,258.9858,260.1041,85079176
2018-04-16,261.9189,263.0961,261.0066,262.2426,63405287
2018-04-17,264.2046,265.7152,263.6356,265.0482,64682036
2018-04-18,265.5387,266.1371,264.7343,265.2444,57303857
2018-04-19,264.5185,264.7441,262.6252,263.7729,77655909
2018-04-20,263.6944,263.9397,260.5553,261.5363,99953133
2018-04-23,262.1739,262.792,260.3003,261.4971,65557954
2018-04-24,262.635,262.8765,256.3077,257.9754,112885452
2018-04-25,257.9067,259.1035,255.8859,258.613,103756753
2018-04-26,259.7509,262.1594,259.2605,261.242,67731942
2018-04-27,261.9189,262.2524,260.4474,261.4873,57053647
2018-04-30,262.1739,262.792,259.3978,259.4763,82182324
2018-05-01,258.8485,260.0551,257.122,259.9373,74203365
2018-05-02,259.7215,260.624,257.7596,258.1912,86368943
2018-05-03,257.2691,258.3482,254.1202,257.6222,136311479
2018-05-04,256.5432,261.7121,256.1802,260.9575,91222075
2018-05-07,261.811,262.9195,261.0458,261.8404,55304907
2018-05-08,261.4284,262.2377,260.1041,261.8404,67499247
2018-05-09,262.586,264.7294,262.0072,264.3713,59666143
2018-05-10,265.1953,267.2063,265.0776,266.8434,72063931
2018-05-11,266.9807,267.9519,266.4117,267.6576,59871511
2018-05-14,268.1382,268.8642,267.1769,267.7851,54790606
2018-05-15,266.4215,266.4412,264.8912,265.9409,87036136
2018-05-16,265.9801,267.5693,265.9507,267.0592,53942631
2018-05-17,266.7649,268.0303,265.9703,266.8336,56536400
2018-05-18,266.451,266.8532,265.7741,266.1665,64367959
2018-05-21,267.8145,268.7661,266.1873,268.1677,58025875
2018-05-22,268.7464,269.0309,267.0592,267.4221,52966358
2018-05-23,266.0095,268.1873,265.833,268.1579,64694184
2018-05-24,267.7164,268.0205,265.627,267.6085,76043827
2018-05-25,266.9709,267.6674,266.4117,266.9709,56374755
2018-05-29,265.1659,266.0095,262.6644,263.9005,115908607
2018-05-30,265.3523,267.9126,265.2738,267.4221,69678449
2018-05-31,266.9709,267.3044,265.1119,265.7839,93519941
2018-06-01,267.2259,268.7268,267.1475,268.3933,71258411
2018-06-04,269.3056,269.9481,269.0407,269.6686,45385166
2018-06-05,269.8157,270.2866,268.9623,269.8647,51135038
2018-06-06,270.5416,272.2387,269.8549,272.121,62732215
2018-06-07,272.6605,272.9842,271.0812,272.0915,72969402
2018-06-08,271.5814,272.9548,271.3951,272.8959,72139719
2018-06-11,273.1412,274.0535,273.0137,273.2589,58892515
2018-06-12,273.72,274.0142,272.8959,273.6121,72329028
2018-06-13,273.8769,274.1614,272.5134,272.739,79070610
2018-06-14,273.7003,274.0142,272.7683,273.4257,77097620
2018-06-15,272.5542,273.4509,271.3225,273.0765,120041562
2018-06-18,271.4605,272.6528,270.9284,272.5148,52917581
2018-06-19,269.9923,271.7167,269.5292,271.4703,97531510
2018-06-20,272.2291,272.6725,271.559,271.9335,53785486
2018-06-21,271.9236,271.9433,269.677,270.2288,71061404
2018-06-22,271.628,271.7512,270.4751,270.7215,56612003
2018-06-25,269.4405,269.6141,265.1639,267.0362,137854162
2018-06-26,267.6668,268.5733,266.8292,267.6274,68683211
2018-06-27,268.2777,269.8593,265.2428,265.4103,104960655
2018-06-28,265.3512,267.7752,264.5629,266.9278,76650517
2018-06-29,268.1398,269.6572,267.1835,267.3121,97592499
2018-07-02,265.568,268.0609,265.3019,267.8836,63554774
2018-07-03,268.8788,268.9872,266.4646,266.9376,42187071
2018-07-05,268.189,269.1843,266.9967,269.1153,56925919
2018-07-06,269.1449,271.8054,268.7261,271.3915,66493696
2018-07-09,272.505,273.8944,272.4557,273.8352,50550399
2018-07-10,274.3378,274.929,274.0126,274.8206,51966829
2018-07-11,273.0962,273.9732,272.4754,272.8104,77054739
2018-07-12,274.2097,275.3429,273.5396,275.2837,60124687
2018-07-13,275.0867,275.8355,274.5841,275.5005,48234964
2018-07-16,275.5498,275.7104,274.7615,275.2542,48201038
2018-07-17,274.3969,276.8012,274.3378,276.3676,52315500
2018-07-18,276.4563,277.0673,275.9636,276.949,44593465
2018-07-19,276.21,276.6337,275.3724,275.9045,61412117
2018-07-20,275.6779,276.3775,275.4118,275.5892,82372729
2018-07-23,275.3626,276.3282,274.9783,276.1016,47047565
2018-07-24,277.6683,278.4271,276.5253,277.491,68026935
2018-07-25,277.2151,280.2106,277.1658,279.8559,78882927
2018-07-26,279.0577,279.9544,278.9493,279.1957,57919495
2018-07-27,279.5603,279.6686,276.279,277.3037,76783177
2018-07-30,277.3924,277.5698,275.2739,275.8552,63742508
2018-07-31,276.7027,277.895,276.279,277.2151,68570493
2018-08-01,277.4417,278.0034,276.0341,276.7519,53853326
2018-08-02,275.3034,278.4468,275.0768,278.2596,63426363
2018-08-03,278.3975,279.5087,278.2004,279.4519,53935386
2018-08-06,279.4913,280.8215,279.0592,280.4766,39400887
2018-08-07,281.2157,281.8266,281.0679,281.4029,43196646
2018-08-08,281.2157,281.7281,280.7723,281.2847,42114551
2018-08-09,281.3536,281.7872,280.7476,280.9004,35716976
2018-08-10,279.3041,279.9002,278.23,279.0183,77076044
2018-08-13,279.3238,280.0037,277.6486,277.9738,65732909
2018-08-14,278.7818,280.0135,278.3515,279.7475,43842031
2018-08-15,278.2497,278.4074,276.0622,277.6585,102925355
2018-08-16,279.2548,280.8708,279.2154,279.9051,69967919
2018-08-17,279.6785,281.3833,279.2252,280.8905,65618481
2018-08-20,281.393,281.7872,280.8905,281.4916,39807490
2018-08-21,282.0631,283.1076,281.5344,282.1518,67271983
2018-08-22,281.6985,282.5656,281.398,281.9843,44993333
2018-08-23,281.7872,282.743,281.2551,281.6098,49204851
2018-08-24,282.2503,283.4623,282.1912,283.3047,57487399
2018-08-27,284.6349,285.6597,284.4576,285.5415,57072377
2018-08-28,286.0539,286.1696,285.167,285.6794,46943472
2018-08-29,285.9159,287.4728,285.6453,287.2166,61485514
2018-08-30,286.6845,287.0984,285.3937,286.0539,61229501
2018-08-31,285.6006,286.5564,285.0586,286.0637,66140838
2018-09-04,285.6006,285.9652,284.4576,285.571,57594367
2018-09-05,285.1769,285.4035,283.6791,284.8024,72452437
2018-09-06,284.9207,285.2557,282.8021,283.9452,65909863
2018-09-07,282.7824,284.4773,282.5164,283.3934,73524824
2018-09-10,284.5167,284.8123,283.6693,283.886,50191113
2018-09-11,283.1667,285.3148,282.7775,284.8221,50530492
2018-09-12,284.832,285.5612,284.0141,284.8911,59810758
2018-09-13,286.0736,286.7815,285.7533,286.5761,51034222
2018-09-14,286.8027,287.0097,285.7582,286.6254,55079875
2018-09-17,286.5663,286.6057,284.8024,285.1079,68244043
2018-09-18,285.3444,287.3151,285.3148,286.6549,61930407
2018-09-19,286.7141,287.4235,286.5712,286.9604,49080562
2018-09-20,288.3596,289.6406,286.9765,289.2859,100360646
2018-09-21,290.11,290.2387,288.843,289.0212,105479656
2018-09-24,288.3778,288.5362,287.4177,288.061,53409645
2018-09-25,288.5659,288.6846,287.5298,287.7938,44370037
2018-09-26,287.9522,289.2686,286.4674,286.9326,79739674
2018-09-27,287.4572,288.942,287.1504,287.7344,59249455
2018-09-28,287.0415,288.3184,287.0019,287.7641,70091385
2018-10-01,289.14,289.9516,288.0215,288.7638,62078937
2018-10-02,288.5956,289.3825,288.1798,288.5956,47258227
2018-10-03,289.7636,290.2288,288.358,288.7539,64694594
2018-10-04,288.2194,288.2788,284.7352,286.4971,111545910
2018-10-05,286.7446,287.3187,283.3098,284.8936,105951698
2018-10-08,284.1314,285.2895,282.5972,284.8936,87742172
2018-10-09,284.468,285.923,283.8543,284.4779,74338982
2018-10-10,283.9136,283.9928,275.0546,275.4704,214731042
2018-10-11,274.2628,276.0643,267.6111,269.4027,274840491
2018-10-12,273.9559,274.2727,269.6007,273.1443,183186492
2018-10-15,272.7483,274.2232,271.511,271.61,102263717
2018-10-16,273.7877,277.9648,273.2631,277.549,118255834
2018-10-17,277.5886,278.2914,274.7379,277.5985,110625987
2018-10-18,276.5592,277.2224,272.1742,273.5897,134557525
2018-10-19,274.3123,276.4602,272.6692,273.4412,139901634
2018-10-22,274.1836,274.5399,271.6199,272.2138,82415812
2018-10-23,268.1951,272.0753,265.8789,270.8281,146352719
2018-10-24,270.5509,270.9765,262.0087,262.6224,177806697
2018-10-25,264.6614,269.0464,263.5231,267.334,138061545
2018-10-26,263.2163,268.2446,259.6232,262.6322,201574596
2018-10-29,266.067,267.5022,257.208,261.1772,160749101
2018-10-30,260.9891,265.3939,260.4447,265.0474,157115995
2018-10-31,267.8982,270.4519,267.3735,267.8784,128296325
2018-11-01,268.8385,270.9468,267.6309,270.7291,99495037
2018-11-02,271.9565,272.4316,266.8489,269.1255,122634107
2018-11-05,269.67,271.224,268.591,270.6103,65622482
2018-11-06,270.541,272.5009,270.4717,272.3227,60085894
2018-11-07,274.7379,278.2419,274.2628,278.1528,102752099
2018-11-08,277.262,278.3607,276.381,277.648,65584886
2018-11-09,276.193,276.4008,273.3719,274.9359,98812561
2018-11-12,274.3717,274.6389,269.2245,269.7986,99673574
2018-11-13,270.3133,272.5256,268.4921,269.2938,98176610
2018-11-14,271.3725,271.8179,265.7205,267.4527,125335931
2018-11-15,266.0472,270.7588,264.2954,270.2441,135101437
2018-11-16,269.0266,271.9565,268.4525,270.9468,126668040
2018-11-19,270.2738,270.6004,265.3444,266.3639,103061706
2018-11-20,262.6619,264.2853,260.4744,261.4346,136021311
2018-11-21,263.1569,264.4337,262.3155,262.3254,75563743
2018-11-23,260.5041,262.1308,260.3952,260.5734,42807878
2018-11-26,263.0777,265.0276,262.6421,264.7802,79981362
2018-11-27,263.632,265.671,262.9589,265.671,75502441
2018-11-28,266.8588,271.7882,265.599,271.7882,127629633
2018-11-29,270.927,272.7483,269.6601,271.1943,82346420
2018-11-30,271.026,273.4709,270.6697,272.8473,98204190
2018-12-03,277.4302,277.549,274.6835,276.4602,103017719
2018-12-04,275.5397,276.0148,267.1558,267.5022,177986013
2018-12-06,263.2163,267.2251,259.7716,267.0964,204185411
2018-12-07,266.7203,268.4624,259.9597,260.8901,161018923
2018-12-10,260.6922,262.4653,255.9905,261.3851,151445885
2018-12-11,264.9386,265.1464,259.8112,261.4445,121504431
2018-12-12,264.7505,266.2649,262.6718,262.7609,97976706
2018-12-13,263.8101,264.7703,261.4346,262.6718,96662717
2018-12-14,260.2863,261.3455,257.208,257.8217,116961071
2018-12-17,256.7625,257.9998,250.9473,252.7636,165492257
2018-12-18,254.5849,255.3273,250.7048,252.4865,134515094
2018-12-19,252.5756,256.7625,246.8147,248.7053,214992763
2018-12-20,247.3195,249.0616,242.1625,244.6569,252053377
2018-12-21,245.6578,248.6148,238.9274,239.6443,255345633
2018-12-24,237.9916,239.7792,233.2425,233.3122,147311588
2018-12-26,234.935,245.1003,232.7347,245.1003,218485360
2018-12-27,241.5061,247.201,237.9119,246.982,186267342
2018-12-28,248.4853,250.2974,245.3691,246.6634,153100189
2018-12-31,248.4654,249.0927,246.3846,248.8239,144299370
